"","sex","energy","ind.num","ind.energy","temp","blank","movement.num","blank_2"
"1","m","9.27548031159175","1","7","87.0054304278315",NA,"0",NA
"2","m","9.27548031159175","1","7","87.0054304278315",NA,"0",NA
"3","m","9.27548031159175","1","7","87.0054304278315",NA,"0",NA
"4","m","9.27548031159175","1","12","89.988379441516",NA,"1",NA
"5","m","9.27548031159175","1","12","89.988379441516",NA,"1",NA
"6","m","9.27548031159175","1","10","90.773444352213",NA,"2",NA
"7","m","9.27548031159175","1","9","85.0665561327243",NA,"3",NA
"8","m","9.27548031159175","1","9","85.0665561327243",NA,"3",NA
"9","m","9.27548031159175","1","9","85.0665561327243",NA,"3",NA
"10","m","9.27548031159175","1","9","85.0665561327243",NA,"3",NA
"11","m","9.27548031159175","1","9","85.0665561327243",NA,"3",NA
"12","m","9.27548031159175","1","10","92.4916049152906",NA,"4",NA
"13","m","9.27548031159175","1","14","95.1225264310196",NA,"5",NA
"14","m","9.27548031159175","1","14","95.1225264310196",NA,"5",NA
"15","m","9.27548031159175","1","8","64.7309318173114",NA,"6",NA
"16","m","9.27548031159175","1","9","68.5996141666736",NA,"7",NA
"17","m","9.27548031159175","1","9","68.5996141666736",NA,"7",NA
"18","m","9.27548031159175","1","9","68.5996141666736",NA,"7",NA
"19","m","9.27548031159175","1","0","96.2457264025998",NA,"8",NA
"20","m","9.27548031159175","1","0","96.2457264025998",NA,"8",NA
"21","m","9.27548031159175","1","0","92.7862944584566",NA,"9",NA
"22","m","9.27548031159175","1","9","90.4689650516284",NA,"10",NA
"23","m","9.27548031159175","1","10","84.1999640253623",NA,"11",NA
"24","m","9.27548031159175","1","0","102.388112690012",NA,"12",NA
"25","m","9.27548031159175","1","11","83.5126828111599",NA,"13",NA
"26","m","9.27548031159175","1","11","83.5126828111599",NA,"13",NA
"27","m","9.27548031159175","1","0","90.8845831481079",NA,"14",NA
"28","m","9.27548031159175","1","0","90.8845831481079",NA,"14",NA
"29","m","9.27548031159175","1","11","87.7387703959054",NA,"15",NA
"30","m","9.27548031159175","1","10","80.7507377244487",NA,"16",NA
"31","m","9.27548031159175","1","10","80.7507377244487",NA,"16",NA
"32","m","9.27548031159175","1","10","80.7507377244487",NA,"16",NA
"33","m","9.27548031159175","1","0","79.3958066200823",NA,"17",NA
"34","m","9.27548031159175","1","0","79.3958066200823",NA,"17",NA
"35","m","9.27548031159175","1","9","89.1012162806998",NA,"18",NA
"36","m","9.27548031159175","1","0","94.8103920072472",NA,"19",NA
"37","m","9.27548031159175","1","0","94.8103920072472",NA,"19",NA
"38","m","9.27548031159175","1","0","80.7267387945546",NA,"20",NA
"39","m","9.27548031159175","1","0","80.7267387945546",NA,"20",NA
"40","m","9.27548031159175","1","0","80.7267387945546",NA,"20",NA
"41","m","9.27548031159175","1","0","90.9811029308846",NA,"21",NA
"42","m","9.27548031159175","1","0","90.9811029308846",NA,"21",NA
"43","m","9.27548031159175","1","8","82.6124048568588",NA,"22",NA
"44","m","9.27548031159175","1","13","80.9826004255803",NA,"23",NA
"45","m","9.27548031159175","1","13","80.9826004255803",NA,"23",NA
"46","m","9.27548031159175","1","13","80.9826004255803",NA,"23",NA
"47","m","9.27548031159175","1","8","99.1272798350345",NA,"24",NA
"48","m","9.27548031159175","1","8","99.1272798350345",NA,"24",NA
"49","m","9.27548031159175","1","0","97.3844625871454",NA,"25",NA
"50","m","9.27548031159175","1","8","96.9762531934555",NA,"26",NA
"51","m","9.27548031159175","1","12","99.3178956347793",NA,"27",NA
"52","m","9.27548031159175","1","0","81.7054079613365",NA,"28",NA
"53","m","9.27548031159175","1","0","81.7054079613365",NA,"28",NA
"54","m","9.27548031159175","1","0","81.7054079613365",NA,"28",NA
"55","m","9.27548031159175","1","0","81.7054079613365",NA,"28",NA
"56","m","9.27548031159175","1","12","84.408411778829",NA,"29",NA
"57","m","9.27548031159175","1","0","72.1318822933689",NA,"30",NA
"58","m","9.27548031159175","1","0","72.1318822933689",NA,"30",NA
"59","m","9.27548031159175","1","0","72.1318822933689",NA,"30",NA
"60","m","9.27548031159175","1","0","94.9260026604258",NA,"31",NA
"61","m","9.27548031159175","1","0","94.9260026604258",NA,"31",NA
"62","m","9.27548031159175","1","0","106.199823563569",NA,"32",NA
"63","m","9.27548031159175","1","0","106.199823563569",NA,"32",NA
"64","m","9.27548031159175","1","0","106.199823563569",NA,"32",NA
"65","m","9.27548031159175","1","0","86.6969715359561",NA,"33",NA
"66","m","9.27548031159175","1","0","71.9277748824073",NA,"34",NA
"67","m","9.27548031159175","1","0","86.1130079733121",NA,"35",NA
"68","m","9.27548031159175","1","0","86.1130079733121",NA,"35",NA
"69","m","9.27548031159175","1","0","86.1130079733121",NA,"35",NA
"70","m","9.27548031159175","1","10","78.1251214679955",NA,"36",NA
"71","m","9.27548031159175","1","0","81.4903170039392",NA,"37",NA
"72","m","9.27548031159175","1","0","81.4903170039392",NA,"37",NA
"73","m","9.27548031159175","1","0","81.4903170039392",NA,"37",NA
"74","m","9.27548031159175","1","0","81.4903170039392",NA,"37",NA
"75","m","9.27548031159175","1","0","81.4903170039392",NA,"37",NA
"76","m","9.27548031159175","1","0","81.4903170039392",NA,"37",NA
"77","m","9.27548031159175","1","0","81.4903170039392",NA,"37",NA
"78","m","9.27548031159175","1","12","93.0553043560972",NA,"38",NA
"79","m","9.27548031159175","1","0","92.788185215701",NA,"39",NA
"80","m","9.27548031159175","1","9","86.7442927036068",NA,"40",NA
"81","m","9.27548031159175","1","0","87.2726280023081",NA,"41",NA
